case_id,text_en,source,label_category_gold,label_triage_gold,red_flags_gold
synth2_urgent_urg_20,"Hello, Can someone come? a woman is having a seizure right now! They're on the uh, ground shaking. They're epileptic. Thank you.",synthetic_v2,medical,URGENT,1
synth2_critical_crit_280,Hurry! A male at the party overdosed on something! They're not responding and their breathing is weird! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_75,"Excuse me, We need assistance, I found um, someone passed out in a parking lot. They might have taken something. They're breathing but I can't wake them. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_411,"Hi, this isn't really an emergency but Construction noise on the sidewalk at night. They're drilling and it's past quiet hours. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_565,"Hi there, this isn't really an emergency but A car has been parked in a handicap spot without a permit at a bar. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_107,Can someone come? Pedestrian got clipped by a car at a warehouse. They can walk but their hip is hurting badly.,synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_714,"Good evening, not sure if this is the right number but Fireworks going off in the neighborhood. It's not a holiday. My pets are freaking out. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_312,There's a brush fire near the road at the movies. Small but it's windy and could grow. What should I do?,synthetic_v2,fire,URGENT,0
synth2_non_urgent_nu_171,"Hi, I accidentally hit the emergency button. I'm okay, no help needed. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_180,"Good evening, There's a situation here, Someone at a bus stop is very agitated, talking to themselves, and scaring people. They might need help. Thank you.",synthetic_v2,other,URGENT,0
synth2_non_urgent_nu_517,"Hello, I just wanted to let you know, My alarm system went off by mistake. False alarm. Sorry about that. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_13,"Hi, I just wanted to let you know, A tree branch fell on the sidewalk at a gas station. Blocking the path.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_333,Oh no! my wife suddenly can't move their left side and their speech is all messed up! I think it's a stroke! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_136,"Hey, There's a situation here, There's a small child alone at a coffee shop. No parent around. They look scared and lost. How long will that take?",synthetic_v2,other,URGENT,0
synth2_non_urgent_nu_627,"Hey, I have a question, A dog has been barking nonstop for about 5 minutes in the bathroom. Owner isn't home. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_241,Oh no! I just heard gunshots and someone is lying on the ground not moving! I'm so scared!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_716,"Excuse me, False alarm. The fire alarm went off from cooking smoke. Everything's fine. Let me know what I should do.",synthetic_v2,fire,NON_URGENT,0
synth2_critical_crit_411,Please please! I I found my girlfriend unconscious on the floor! They're blue in the face! Not breathing!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_296,"Hey, Someone keeps letting their dog poop on my lawn. Can anything be done? Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_289,I cut my finger in the kitchen. Not deep but won't stop bleeding. Should I go to urgent care?,synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_532,"Hello, this isn't really an emergency but My 20 year old bumped their head. No loss of consciousness, just a bump. When should I worry? Whenever you get a chance.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_95,"Good evening, There's flooding on the road at a clinic from a broken hydrant.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_29,Hurry! I just heard gunshots and someone is lying on the ground not moving! We need help now!,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_483,"Hi there, Something happened, A coworker ate something they're allergic to. Hives everywhere and their tongue is swelling.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_456,"Hey, it's not urgent or anything but My alarm system went off by mistake. False alarm. Sorry about that. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_546,it's not urgent or anything but Someone broke my car window at a hotel but didn't take anything. Thanks for your help.,synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_60,"Good evening, I don't know what to do, A male on the highway is uh, having an asthma attack. They're conscious but really struggling to breathe. Please send help.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_533,"I don't know what to do, My 12 year old is having a seizure! It's been going on for about 10 minutes. What do I do?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_401,Stop sign knocked over at the corner at a warehouse. Let me know what I should do.,synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_188,"Good evening, it's not urgent or anything but My 44 year old has a low fever. They seem okay but I wanted to ask. Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_404,Please! my neighbor fell through a glass door and their arm is sliced open! Blood is gushing out! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_149,"Yeah hi, I just wanted to let you know, I lost my phone at the airport. Is there a lost and found? Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_459,"My kid got stung by a bee. No allergic reaction, just swelling. Should I worry? No rush.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_681,"Hello, not sure if this is the right number but There's flooding on the road at a gas station from a broken hydrant. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_695,"I don't know what to do, There's been a car accident on the street. A couple cars involved, people like, are hurt but everyone seems conscious. Is someone coming?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_362,"Hi there, I'm calling because There's a pregnant woman bleeding heavily. She's about 7 months along. Please send an ambulance. How long will that take?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_383,"Excuse me, this isn't really an emergency but My 83 year old has had a nosebleed for about 20 minutes. It keeps coming back but isn't heavy. Appreciate it.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_221,"Hello, it's not urgent or anything but My 64 year old has a low fever. They seem okay but I wanted to ask. Let me know what I should do.",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_124,Quick! a a stranger touched a downed power line! They're unconscious! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_2,Oh my God! My toddler drank cleaning chemicals! They're throwing up and crying! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_400,"Hello, this isn't really an emergency but There are teenagers skateboarding in the parking structure. Not an emergency. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_529,"Good evening, Something happened, My elderly my husband with dementia wandered off. We can't find them. They've been gone an hour. How long will that take?",synthetic_v2,other,URGENT,1
synth2_non_urgent_nu_146,"Hey, My car got scratched in the parking lot at a pharmacy. Want to file a report.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_154,"Good evening, Construction noise at the office at night. They're drilling and it's past quiet hours. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_534,"Hello, I need to report something, Someone threatened me with what um, looked like a knife at a coffee shop. They walked away but I'm scared. Thank you.",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_790,"Yeah hi, Fireworks going off in the neighborhood. It's not a holiday. My pets are freaking out.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_496,Quick! I found my boyfriend boyfriend unconscious with empty pill bottles! Their lips are turning blue! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_798,"Can someone come? My wife is pregnant and having contractions really close together. uh, Her water broke. First baby.",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_404,A streetlight has been out for weeks on the rooftop. Thanks.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_538,"Hey, I don't know what to do, a child fell off a ladder, um, maybe 8 feet. They landed on their head. In a lot of pain but awake. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_0,"Hi there, Something happened, Someone threatened me with what looked like a knife at the movies. They walked away but I'm scared. Should I do anything?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_157,"Hello, not sure if this is the right number but There's flooding on the road at the movies from a broken hydrant. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_780,"Hello, I have a question, My alarm system went off by mistake. False alarm. Sorry about that. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_367,Jesus! A building is on fire and people are on the upper floors! They can't get out! Hurry please!,synthetic_v2,fire,CRITICAL,1
synth2_critical_crit_279,Oh God oh God! A male at the party overdosed on something! They're not responding and their breathing is weird! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_212,Oh God oh God! I found my boss unconscious with empty pill bottles! Their lips are turning blue! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_488,"Good evening, I need help, A motorcycle went down at a church. Rider has road rash all over. Conscious but in like, a lot of pain. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_critical_crit_439,Oh my God! A child fell in the pool and isn't breathing! We pulled them out but they're not moving! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_210,Someone help! Someone collapsed at the park and has no pulse! We need CPR help! I don't know what to do!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_191,"Good evening, Traffic light not working at the intersection at a pharmacy. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_522,"Hello, We need assistance, There's a suspicious person following me at a um, gas station. I'm scared. They've been behind me for blocks. How long will that take?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_692,"Hi, I need help, I just saw a car hit a cyclist at the office. The cyclist is sitting up but their arm looks broken. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_749,"Good evening, We need assistance, a stranger fell off a ladder, maybe 8 feet. They landed on their neck. In a lot of pain but awake. How long will that take?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_482,"Excuse me, I butt-dialed you, sorry. Everything is fine here. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_304,"Hi there, My wife is pregnant and having contractions really close together. Her water broke. First baby.",synthetic_v2,medical,URGENT,0
synth2_critical_crit_318,My toddler drank drank cleaning chemicals! They're throwing up and crying! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_756,"Excuse me, this isn't really an emergency but My car got scratched in the parking lot at a coffee shop. Want to file a report. Thanks for your help.",synthetic_v2,crime,NON_URGENT,0
synth2_critical_crit_443,"A 14 year old just collapsed, one side paralyzed, can't speak! Stroke symptoms! Please send help!",synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_492,"Excuse me, My neighbor is burning leaves in their backyard. The smoke is coming into my house. Let me know what I should do.",synthetic_v2,fire,NON_URGENT,0
synth2_urgent_urg_784,"There's been a car accident at the shopping mall. A couple cars involved, people are hurt but everyone seems conscious. Should I do anything?",synthetic_v2,crime,URGENT,0
synth2_critical_crit_442,The house is on fire and my wife is still inside! I can't get to them! We need help now!,synthetic_v2,fire,CRITICAL,1
synth2_urgent_urg_661,"I just saw two people break the window of the store at the um, gym. They went inside. Thank you.",synthetic_v2,crime,URGENT,0
